This textfile must keep the line/row format.
Although the data in the table can be changed, but
the number of character for each row be the same.

2x16 characters display.
x-below will represent the data from table below.

 P O W E R :   x x x x x x d B m
 x x x x x x W   x x x x x x V

"$" character will be equal to space.
AD  	Sign	PdB	W		V	
2159	-	17,29	18,66	u	30,55	m
2158	-	17,31	18,58	u	30,48	m
2157	-	17,34	18,45	u	30,37	m
2156	-	17,36	18,37	u	30,31	m
2155	-	17,39	18,24	u	30,20	m
2154	-	17,41	18,16	u	30,13	m
2153	-	17,44	18,03	u	30,02	m
2152	-	17,46	17,95	u	29,96	m
2151	-	17,49	17,82	u	29,85	m
2150	-	17,51	17,74	u	29,78	m
2149	-	17,53	17,66	u	29,72	m
2148	-	17,56	17,54	u	29,61	m
2147	-	17,58	17,46	u	29,55	m
2146	-	17,61	17,34	u	29,44	m
2145	-	17,63	17,26	u	29,38	m
2144	-	17,66	17,14	u	29,27	m
2143	-	17,68	17,06	u	29,21	m
2142	-	17,71	16,94	u	29,10	m
2141	-	17,73	16,87	u	29,04	m
2140	-	17,75	16,79	u	28,97	m
2139	-	17,78	16,67	u	28,87	m
2138	-	17,80	16,60	u	28,81	m
2137	-	17,83	16,48	u	28,71	m
2136	-	17,85	16,41	u	28,64	m
2135	-	17,88	16,29	u	28,54	m
2134	-	17,90	16,22	u	28,48	m
2133	-	17,92	16,14	u	28,41	m
2132	-	17,95	16,03	u	28,31	m
2131	-	17,97	15,96	u	28,25	m
2130	-	18,00	15,85	u	28,15	m
2129	-	18,02	15,78	u	28,09	m
2128	-	18,05	15,67	u	27,99	m
2127	-	18,07	15,60	u	27,93	m
2126	-	18,10	15,49	u	27,83	m
2125	-	18,12	15,42	u	27,77	m
2124	-	18,14	15,35	u	27,70	m
2123	-	18,17	15,24	u	27,60	m
2122	-	18,19	15,17	u	27,54	m
2121	-	18,22	15,07	u	27,45	m
2120	-	18,24	15,00	u	27,39	m
2119	-	18,27	14,89	u	27,29	m
2118	-	18,29	14,83	u	27,23	m
2117	-	18,32	14,72	u	27,13	m
2116	-	18,34	14,66	u	27,07	m
2115	-	18,36	14,59	u	27,01	m
2114	-	18,39	14,49	u	26,92	m
2113	-	18,41	14,42	u	26,85	m
2112	-	18,44	14,32	u	26,76	m
2111	-	18,46	14,26	u	26,70	m
2110	-	18,49	14,16	u	26,61	m
2109	-	18,51	14,09	u	26,54	m
2108	-	18,54	14,00	u	26,46	m
2107	-	18,56	13,93	u	26,39	m
2106	-	18,58	13,87	u	26,33	m
2105	-	18,61	13,77	u	26,24	m
2104	-	18,63	13,71	u	26,18	m
2103	-	18,66	13,61	u	26,09	m
2102	-	18,68	13,55	u	26,03	m
2101	-	18,71	13,46	u	25,94	m
2100	-	18,73	13,40	u	25,88	m
2099	-	18,75	13,34	u	25,83	m
2098	-	18,78	13,24	u	25,73	m
2097	-	18,80	13,18	u	25,67	m
2096	-	18,83	13,09	u	25,58	m
2095	-	18,85	13,03	u	25,52	m
2094	-	18,88	12,94	u	25,44	m
2093	-	18,90	12,88	u	25,38	m
2092	-	18,93	12,79	u	25,29	m
2091	-	18,95	12,74	u	25,24	m
2090	-	18,97	12,68	u	25,18	m
2089	-	19,00	12,59	u	25,09	m
2088	-	19,02	12,53	u	25,03	m
2087	-	19,05	12,45	u	24,95	m
2086	-	19,07	12,39	u	24,89	m
2085	-	19,10	12,30	u	24,80	m
2084	-	19,12	12,25	u	24,75	m
2083	-	19,15	12,16	u	24,66	m
2082	-	19,17	12,11	u	24,61	m
2081	-	19,19	12,05	u	24,55	m
2080	-	19,22	11,97	u	24,46	m
2079	-	19,24	11,91	u	24,40	m
2078	-	19,27	11,83	u	24,32	m
2077	-	19,29	11,78	u	24,27	m
2076	-	19,32	11,69	u	24,18	m
2075	-	19,34	11,64	u	24,12	m
2074	-	19,37	11,56	u	24,04	m
2073	-	19,39	11,51	u	23,99	m
2072	-	19,41	11,46	u	23,94	m
2071	-	19,44	11,38	u	23,85	m
2070	-	19,46	11,32	u	23,79	m
2069	-	19,49	11,25	u	23,72	m
2068	-	19,51	11,19	u	23,65	m
2067	-	19,54	11,12	u	23,58	m
2066	-	19,56	11,07	u	23,53	m
2065	-	19,58	11,02	u	23,47	m
2064	-	19,61	10,94	u	23,39	m
2063	-	19,63	10,89	u	23,33	m
2062	-	19,66	10,81	u	23,25	m
2061	-	19,68	10,76	u	23,19	m
2060	-	19,71	10,69	u	23,12	m
2059	-	19,73	10,64	u	23,07	m
2058	-	19,76	10,57	u	22,99	m
2057	-	19,78	10,52	u	22,93	m
2056	-	19,80	10,47	u	22,88	m
2055	-	19,83	10,40	u	22,80	m
2054	-	19,85	10,35	u	22,75	m
2053	-	19,88	10,28	u	22,67	m
2052	-	19,90	10,23	u	22,62	m
2051	-	19,93	10,16	u	22,54	m
2050	-	19,95	10,12	u	22,49	m
2049	-	19,98	10,05	u	22,42	m
2048	-	20,00	10,00	u	22,36	m
2047	-	20,02	9,954	u	22,31	m
2046	-	20,05	9,886	u	22,23	m
2045	-	20,07	9,840	u	22,18	m
2044	-	20,10	9,772	u	22,10	m
2043	-	20,12	9,727	u	22,05	m
2042	-	20,15	9,661	u	21,98	m
2041	-	20,17	9,616	u	21,93	m
2040	-	20,20	9,550	u	21,85	m
2039	-	20,22	9,506	u	21,80	m
2038	-	20,24	9,462	u	21,75	m
2037	-	20,27	9,397	u	21,68	m
2036	-	20,29	9,354	u	21,63	m
2035	-	20,32	9,290	u	21,55	m
2034	-	20,34	9,247	u	21,50	m
2033	-	20,37	9,183	u	21,43	m
2032	-	20,39	9,141	u	21,38	m
2031	-	20,42	9,078	u	21,30	m
2030	-	20,44	9,036	u	21,26	m
2029	-	20,46	8,995	u	21,21	m
2028	-	20,49	8,933	u	21,13	m
2027	-	20,51	8,892	u	21,09	m
2026	-	20,54	8,831	u	21,01	m
2025	-	20,56	8,790	u	20,96	m
2024	-	20,59	8,730	u	20,89	m
2023	-	20,61	8,690	u	20,84	m
2022	-	20,63	8,650	u	20,80	m
2021	-	20,66	8,590	u	20,72	m
2020	-	20,68	8,551	u	20,68	m
2019	-	20,71	8,492	u	20,61	m
2018	-	20,73	8,453	u	20,56	m
2017	-	20,76	8,395	u	20,49	m
2016	-	20,78	8,356	u	20,44	m
2015	-	20,81	8,299	u	20,37	m
2014	-	20,83	8,260	u	20,32	m
2013	-	20,85	8,222	u	20,28	m
2012	-	20,88	8,166	u	20,21	m
2011	-	20,90	8,128	u	20,16	m
2010	-	20,93	8,072	u	20,09	m
2009	-	20,95	8,035	u	20,04	m
2008	-	20,98	7,980	u	19,97	m
2007	-	21,00	7,943	u	19,93	m
2006	-	21,03	7,889	u	19,86	m
2005	-	21,05	7,852	u	19,81	m
2004	-	21,07	7,816	u	19,77	m
2003	-	21,10	7,762	u	19,70	m
2002	-	21,12	7,727	u	19,66	m
2001	-	21,15	7,674	u	19,59	m
2000	-	21,17	7,638	u	19,54	m
1999	-	21,20	7,586	u	19,48	m
1998	-	21,22	7,551	u	19,43	m
1997	-	21,25	7,499	u	19,36	m
1996	-	21,27	7,464	u	19,32	m
1995	-	21,29	7,430	u	19,27	m
1994	-	21,32	7,379	u	19,21	m
1993	-	21,34	7,345	u	19,16	m
1992	-	21,37	7,295	u	19,10	m
1991	-	21,39	7,261	u	19,05	m
1990	-	21,42	7,211	u	18,99	m
1989	-	21,44	7,178	u	18,94	m
1988	-	21,46	7,145	u	18,90	m
1987	-	21,49	7,096	u	18,84	m
1986	-	21,51	7,063	u	18,79	m
1985	-	21,54	7,015	u	18,73	m
1984	-	21,56	6,982	u	18,68	m
1983	-	21,59	6,934	u	18,62	m
1982	-	21,61	6,902	u	18,58	m
1981	-	21,64	6,855	u	18,51	m
1980	-	21,66	6,823	u	18,47	m
1979	-	21,68	6,792	u	18,43	m
1978	-	21,71	6,745	u	18,36	m
1977	-	21,73	6,714	u	18,32	m
1976	-	21,76	6,668	u	18,26	m
1975	-	21,78	6,637	u	18,22	m
1974	-	21,81	6,592	u	18,15	m
1973	-	21,83	6,561	u	18,11	m
1972	-	21,86	6,516	u	18,05	m
1971	-	21,88	6,486	u	18,01	m
1970	-	21,90	6,457	u	17,97	m
1969	-	21,93	6,412	u	17,91	m
1968	-	21,95	6,383	u	17,86	m
1967	-	21,98	6,339	u	17,80	m
1966	-	22,00	6,310	u	17,76	m
1965	-	22,03	6,266	u	17,70	m
1964	-	22,05	6,237	u	17,66	m
1963	-	22,08	6,194	u	17,60	m
1962	-	22,10	6,166	u	17,56	m
1961	-	22,12	6,138	u	17,52	m
1960	-	22,15	6,095	u	17,46	m
1959	-	22,17	6,067	u	17,42	m
1958	-	22,20	6,026	u	17,36	m
1957	-	22,22	5,998	u	17,32	m
1956	-	22,25	5,957	u	17,26	m
1955	-	22,27	5,929	u	17,22	m
1954	-	22,29	5,902	u	17,18	m
1953	-	22,32	5,861	u	17,12	m
1952	-	22,34	5,834	u	17,08	m
1951	-	22,37	5,794	u	17,02	m
1950	-	22,39	5,768	u	16,98	m
1949	-	22,42	5,728	u	16,92	m
1948	-	22,44	5,702	u	16,88	m
1947	-	22,47	5,662	u	16,83	m
1946	-	22,49	5,636	u	16,79	m
1945	-	22,51	5,610	u	16,75	m
1944	-	22,54	5,572	u	16,69	m
1943	-	22,56	5,546	u	16,65	m
1942	-	22,59	5,508	u	16,60	m
1941	-	22,61	5,483	u	16,56	m
1940	-	22,64	5,445	u	16,50	m
1939	-	22,66	5,420	u	16,46	m
1938	-	22,69	5,383	u	16,41	m
1937	-	22,71	5,358	u	16,37	m
1936	-	22,73	5,333	u	16,33	m
1935	-	22,76	5,297	u	16,27	m
1934	-	22,78	5,272	u	16,24	m
1933	-	22,81	5,236	u	16,18	m
1932	-	22,83	5,212	u	16,14	m
1931	-	22,86	5,176	u	16,09	m
1930	-	22,88	5,152	u	16,05	m
1929	-	22,91	5,117	u	16,00	m
1928	-	22,93	5,093	u	15,96	m
1927	-	22,95	5,070	u	15,92	m
1926	-	22,98	5,035	u	15,87	m
1925	-	23,00	5,012	u	15,83	m
1924	-	23,03	4,977	u	15,77	m
1923	-	23,05	4,955	u	15,74	m
1922	-	23,08	4,920	u	15,68	m
1921	-	23,10	4,898	u	15,65	m
1920	-	23,13	4,864	u	15,59	m
1919	-	23,15	4,842	u	15,56	m
1918	-	23,17	4,819	u	15,52	m
1917	-	23,20	4,786	u	15,47	m
1916	-	23,22	4,764	u	15,43	m
1915	-	23,25	4,732	u	15,38	m
1914	-	23,27	4,710	u	15,35	m
1913	-	23,30	4,677	u	15,29	m
1912	-	23,32	4,656	u	15,26	m
1911	-	23,34	4,634	u	15,22	m
1910	-	23,37	4,603	u	15,17	m
1909	-	23,39	4,581	u	15,13	m
1908	-	23,42	4,550	u	15,08	m
1907	-	23,44	4,529	u	15,05	m
1906	-	23,47	4,498	u	15,00	m
1905	-	23,49	4,477	u	14,96	m
1904	-	23,52	4,446	u	14,91	m
1903	-	23,54	4,426	u	14,88	m
1902	-	23,56	4,406	u	14,84	m
1901	-	23,59	4,375	u	14,79	m
1900	-	23,61	4,355	u	14,76	m
1899	-	23,64	4,325	u	14,71	m
1898	-	23,66	4,305	u	14,67	m
1897	-	23,69	4,276	u	14,62	m
1896	-	23,71	4,256	u	14,59	m
1895	-	23,74	4,227	u	14,54	m
1894	-	23,76	4,207	u	14,50	m
1893	-	23,78	4,188	u	14,47	m
1892	-	23,81	4,159	u	14,42	m
1891	-	23,83	4,140	u	14,39	m
1890	-	23,86	4,111	u	14,34	m
1889	-	23,88	4,093	u	14,31	m
1888	-	23,91	4,064	u	14,25	m
1887	-	23,93	4,046	u	14,22	m
1886	-	23,96	4,018	u	14,17	m
1885	-	23,98	3,999	u	14,14	m
1884	-	24,00	3,981	u	14,11	m
1883	-	24,03	3,954	u	14,06	m
1882	-	24,05	3,936	u	14,03	m
1881	-	24,08	3,908	u	13,98	m
1880	-	24,10	3,890	u	13,95	m
1879	-	24,13	3,864	u	13,90	m
1878	-	24,15	3,846	u	13,87	m
1877	-	24,17	3,828	u	13,83	m
1876	-	24,20	3,802	u	13,79	m
1875	-	24,22	3,784	u	13,75	m
1874	-	24,25	3,758	u	13,71	m
1873	-	24,27	3,741	u	13,68	m
1872	-	24,30	3,715	u	13,63	m
1871	-	24,32	3,698	u	13,60	m
1870	-	24,35	3,673	u	13,55	m
1869	-	24,37	3,656	u	13,52	m
1868	-	24,39	3,639	u	13,49	m
1867	-	24,42	3,614	u	13,44	m
1866	-	24,44	3,597	u	13,41	m
1865	-	24,47	3,573	u	13,37	m
1864	-	24,49	3,556	u	13,33	m
1863	-	24,52	3,532	u	13,29	m
1862	-	24,54	3,516	u	13,26	m
1861	-	24,57	3,491	u	13,21	m
1860	-	24,59	3,475	u	13,18	m
1859	-	24,61	3,459	u	13,15	m
1858	-	24,64	3,436	u	13,11	m
1857	-	24,66	3,420	u	13,08	m
1856	-	24,69	3,396	u	13,03	m
1855	-	24,71	3,381	u	13,00	m
1854	-	24,74	3,357	u	12,96	m
1853	-	24,76	3,342	u	12,93	m
1852	-	24,79	3,319	u	12,88	m
1851	-	24,81	3,304	u	12,85	m
1850	-	24,83	3,289	u	12,82	m
1849	-	24,86	3,266	u	12,78	m
1848	-	24,88	3,251	u	12,75	m
1847	-	24,91	3,228	u	12,70	m
1846	-	24,93	3,214	u	12,68	m
1845	-	24,96	3,192	u	12,63	m
1844	-	24,98	3,177	u	12,60	m
1843	-	25,00	3,162	u	12,57	m
1842	-	25,03	3,141	u	12,53	m
1841	-	25,05	3,126	u	12,50	m
1840	-	25,08	3,105	u	12,46	m
1839	-	25,10	3,090	u	12,43	m
1838	-	25,13	3,069	u	12,39	m
1837	-	25,15	3,055	u	12,36	m
1836	-	25,18	3,034	u	12,32	m
1835	-	25,20	3,020	u	12,29	m
1834	-	25,22	3,006	u	12,26	m
1833	-	25,25	2,985	u	12,22	m
1832	-	25,27	2,972	u	12,19	m
1831	-	25,30	2,951	u	12,15	m
1830	-	25,32	2,938	u	12,12	m
1829	-	25,35	2,917	u	12,08	m
1828	-	25,37	2,904	u	12,05	m
1827	-	25,40	2,884	u	12,01	m
1826	-	25,42	2,871	u	11,98	m
1825	-	25,44	2,858	u	11,95	m
1824	-	25,47	2,838	u	11,91	m
1823	-	25,49	2,825	u	11,88	m
1822	-	25,52	2,805	u	11,84	m
1821	-	25,54	2,793	u	11,82	m
1820	-	25,57	2,773	u	11,77	m
1819	-	25,59	2,761	u	11,75	m
1818	-	25,62	2,742	u	11,71	m
1817	-	25,64	2,729	u	11,68	m
1816	-	25,66	2,716	u	11,65	m
1815	-	25,69	2,698	u	11,61	m
1814	-	25,71	2,685	u	11,59	m
1813	-	25,74	2,667	u	11,55	m
1812	-	25,76	2,655	u	11,52	m
1811	-	25,79	2,636	u	11,48	m
1810	-	25,81	2,624	u	11,45	m
1809	-	25,83	2,612	u	11,43	m
1808	-	25,86	2,594	u	11,39	m
1807	-	25,88	2,582	u	11,36	m
1806	-	25,91	2,564	u	11,32	m
1805	-	25,93	2,553	u	11,30	m
1804	-	25,96	2,535	u	11,26	m
1803	-	25,98	2,523	u	11,23	m
1802	-	26,01	2,506	u	11,19	m
1801	-	26,03	2,495	u	11,17	m
1800	-	26,05	2,483	u	11,14	m
1799	-	26,08	2,466	u	11,10	m
1798	-	26,10	2,455	u	11,08	m
1797	-	26,13	2,438	u	11,04	m
1796	-	26,15	2,427	u	11,02	m
1795	-	26,18	2,410	u	10,98	m
1794	-	26,20	2,399	u	10,95	m
1793	-	26,23	2,382	u	10,91	m
1792	-	26,25	2,371	u	10,89	m
1791	-	26,27	2,360	u	10,86	m
1790	-	26,30	2,344	u	10,83	m
1789	-	26,32	2,333	u	10,80	m
1788	-	26,35	2,317	u	10,76	m
1787	-	26,37	2,307	u	10,74	m
1786	-	26,40	2,291	u	10,70	m
1785	-	26,42	2,280	u	10,68	m
1784	-	26,45	2,265	u	10,64	m
1783	-	26,47	2,254	u	10,62	m
1782	-	26,49	2,244	u	10,59	m
1781	-	26,52	2,228	u	10,55	m
1780	-	26,54	2,218	u	10,53	m
1779	-	26,57	2,203	u	10,50	m
1778	-	26,59	2,193	u	10,47	m
1777	-	26,62	2,178	u	10,44	m
1776	-	26,64	2,168	u	10,41	m
1775	-	26,67	2,153	u	10,38	m
1774	-	26,69	2,143	u	10,35	m
1773	-	26,71	2,133	u	10,33	m
1772	-	26,74	2,118	u	10,29	m
1771	-	26,76	2,109	u	10,27	m
1770	-	26,79	2,094	u	10,23	m
1769	-	26,81	2,084	u	10,21	m
1768	-	26,84	2,070	u	10,17	m
1767	-	26,86	2,061	u	10,15	m
1766	-	26,88	2,051	u	10,13	m
1765	-	26,91	2,037	u	10,09	m
1764	-	26,93	2,028	u	10,07	m
1763	-	26,96	2,014	u	10,03	m
1762	-	26,98	2,004	u	10,01	m
1761	-	27,01	1,991	u	9,977	m
1760	-	27,03	1,982	u	9,955	m
1759	-	27,06	1,968	u	9,920	m
1758	-	27,08	1,959	u	9,897	m
1757	-	27,10	1,950	u	9,874	m
1756	-	27,13	1,936	u	9,839	m
1755	-	27,15	1,928	u	9,818	m
1754	-	27,18	1,914	u	9,783	m
1753	-	27,20	1,905	u	9,760	m
1752	-	27,23	1,892	u	9,726	m
1751	-	27,25	1,884	u	9,706	m
1750	-	27,28	1,871	u	9,672	m
1749	-	27,30	1,862	u	9,649	m
1748	-	27,32	1,854	u	9,628	m
1747	-	27,35	1,841	u	9,594	m
1746	-	27,37	1,832	u	9,571	m
1745	-	27,40	1,820	u	9,539	m
1744	-	27,42	1,811	u	9,516	m
1743	-	27,45	1,799	u	9,484	m
1742	-	27,47	1,791	u	9,463	m
1741	-	27,50	1,778	u	9,429	m
1740	-	27,52	1,770	u	9,407	m
1739	-	27,54	1,762	u	9,386	m
1738	-	27,57	1,750	u	9,354	m
1737	-	27,59	1,742	u	9,333	m
1736	-	27,62	1,730	u	9,301	m
1735	-	27,64	1,722	u	9,279	m
1734	-	27,67	1,710	u	9,247	m
1733	-	27,69	1,702	u	9,225	m
1732	-	27,71	1,694	u	9,203	m
1731	-	27,74	1,683	u	9,173	m
1730	-	27,76	1,675	u	9,152	m
1729	-	27,79	1,663	u	9,119	m
1728	-	27,81	1,656	u	9,099	m
1727	-	27,84	1,644	u	9,066	m
1726	-	27,86	1,637	u	9,047	m
1725	-	27,89	1,626	u	9,017	m
1724	-	27,91	1,618	u	8,994	m
1723	-	27,93	1,611	u	8,975	m
1722	-	27,96	1,600	u	8,944	m
1721	-	27,98	1,592	u	8,922	m
1720	-	28,01	1,581	u	8,891	m
1719	-	28,03	1,574	u	8,871	m
1718	-	28,06	1,563	u	8,840	m
1717	-	28,08	1,556	u	8,820	m
1716	-	28,11	1,545	u	8,789	m
1715	-	28,13	1,538	u	8,769	m
1714	-	28,15	1,531	u	8,749	m
1713	-	28,18	1,521	u	8,721	m
1712	-	28,20	1,514	u	8,701	m
1711	-	28,23	1,503	u	8,669	m
1710	-	28,25	1,496	u	8,649	m
1709	-	28,28	1,486	u	8,620	m
1708	-	28,30	1,479	u	8,599	m
1707	-	28,33	1,469	u	8,570	m
1706	-	28,35	1,462	u	8,550	m
1705	-	28,37	1,455	u	8,529	m
1704	-	28,40	1,445	u	8,500	m
1703	-	28,42	1,439	u	8,482	m
1702	-	28,45	1,429	u	8,453	m
1701	-	28,47	1,422	u	8,432	m
1700	-	28,50	1,413	u	8,405	m
1699	-	28,52	1,406	u	8,385	m
1698	-	28,54	1,400	u	8,367	m
1697	-	28,57	1,390	u	8,337	m
1696	-	28,59	1,384	u	8,319	m
1695	-	28,62	1,374	u	8,289	m
1694	-	28,64	1,368	u	8,270	m
1693	-	28,67	1,358	u	8,240	m
1692	-	28,69	1,352	u	8,222	m
1691	-	28,72	1,343	u	8,195	m
1690	-	28,74	1,337	u	8,176	m
1689	-	28,76	1,330	u	8,155	m
1688	-	28,79	1,321	u	8,127	m
1687	-	28,81	1,315	u	8,109	m
1686	-	28,84	1,306	u	8,081	m
1685	-	28,86	1,300	u	8,062	m
1684	-	28,89	1,291	u	8,034	m
1683	-	28,91	1,285	u	8,016	m
1682	-	28,94	1,276	u	7,987	m
1681	-	28,96	1,271	u	7,972	m
1680	-	28,98	1,265	u	7,953	m
1679	-	29,01	1,256	u	7,925	m
1678	-	29,03	1,250	u	7,906	m
1677	-	29,06	1,242	u	7,880	m
1676	-	29,08	1,236	u	7,861	m
1675	-	29,11	1,227	u	7,833	m
1674	-	29,13	1,222	u	7,817	m
1673	-	29,16	1,213	u	7,788	m
1672	-	29,18	1,208	u	7,772	m
1671	-	29,20	1,202	u	7,752	m
1670	-	29,23	1,194	u	7,727	m
1669	-	29,25	1,189	u	7,710	m
1668	-	29,28	1,180	u	7,681	m
1667	-	29,30	1,175	u	7,665	m
1666	-	29,33	1,167	u	7,639	m
1665	-	29,35	1,161	u	7,619	m
1664	-	29,38	1,153	u	7,593	m
1663	-	29,40	1,148	u	7,576	m
1662	-	29,42	1,143	u	7,560	m
1661	-	29,45	1,135	u	7,533	m
1660	-	29,47	1,130	u	7,517	m
1659	-	29,50	1,122	u	7,490	m
1658	-	29,52	1,117	u	7,473	m
1657	-	29,55	1,109	u	7,446	m
1656	-	29,57	1,104	u	7,430	m
1655	-	29,59	1,099	u	7,413	m
1654	-	29,62	1,091	u	7,386	m
1653	-	29,64	1,086	u	7,369	m
1652	-	29,67	1,079	u	7,345	m
1651	-	29,69	1,074	u	7,328	m
1650	-	29,72	1,067	u	7,304	m
1649	-	29,74	1,062	u	7,287	m
1648	-	29,77	1,054	u	7,259	m
1647	-	29,79	1,050	u	7,246	m
1646	-	29,81	1,045	u	7,228	m
1645	-	29,84	1,038	u	7,204	m
1644	-	29,86	1,033	u	7,187	m
1643	-	29,89	1,026	u	7,162	m
1642	-	29,91	1,021	u	7,145	m
1641	-	29,94	1,014	u	7,120	m
1640	-	29,96	1,009	u	7,103	m
1639	-	29,99	1,002	u	7,078	m
1638	-	30,01	997,7	n	7,063	m
1637	-	30,03	993,1	n	7,047	m
1636	-	30,06	986,3	n	7,022	m
1635	-	30,08	981,7	n	7,006	m
1634	-	30,11	975,0	n	6,982	m
1633	-	30,13	970,5	n	6,966	m
1632	-	30,16	963,8	n	6,942	m
1631	-	30,18	959,4	n	6,926	m
1630	-	30,21	952,8	n	6,902	m
1629	-	30,23	948,4	n	6,886	m
1628	-	30,25	944,1	n	6,871	m
1627	-	30,28	937,6	n	6,847	m
1626	-	30,30	933,3	n	6,831	m
1625	-	30,33	926,8	n	6,807	m
1624	-	30,35	922,6	n	6,792	m
1623	-	30,38	916,2	n	6,768	m
1622	-	30,40	912,0	n	6,753	m
1621	-	30,42	907,8	n	6,737	m
1620	-	30,45	901,6	n	6,714	m
1619	-	30,47	897,4	n	6,699	m
1618	-	30,50	891,3	n	6,676	m
1617	-	30,52	887,2	n	6,660	m
1616	-	30,55	881,0	n	6,637	m
1615	-	30,57	877,0	n	6,622	m
1614	-	30,60	871,0	n	6,599	m
1613	-	30,62	867,0	n	6,584	m
1612	-	30,64	863,0	n	6,569	m
1611	-	30,67	857,0	n	6,546	m
1610	-	30,69	853,1	n	6,531	m
1609	-	30,72	847,2	n	6,508	m
1608	-	30,74	843,3	n	6,493	m
1607	-	30,77	837,5	n	6,471	m
1606	-	30,79	833,7	n	6,456	m
1605	-	30,82	827,9	n	6,434	m
1604	-	30,84	824,1	n	6,419	m
1603	-	30,86	820,4	n	6,405	m
1602	-	30,89	814,7	n	6,382	m
1601	-	30,91	811,0	n	6,368	m
1600	-	30,94	805,4	n	6,346	m
1599	-	30,96	801,7	n	6,331	m
1598	-	30,99	796,2	n	6,310	m
1597	-	31,01	792,5	n	6,295	m
1596	-	31,04	787,0	n	6,273	m
1595	-	31,06	783,4	n	6,259	m
1594	-	31,08	779,8	n	6,244	m
1593	-	31,11	774,5	n	6,223	m
1592	-	31,13	770,9	n	6,208	m
1591	-	31,16	765,6	n	6,187	m
1590	-	31,18	762,1	n	6,173	m
1589	-	31,21	756,8	n	6,151	m
1588	-	31,23	753,4	n	6,138	m
1587	-	31,25	749,9	n	6,123	m
1586	-	31,28	744,7	n	6,102	m
1585	-	31,30	741,3	n	6,088	m
1584	-	31,33	736,2	n	6,067	m
1583	-	31,35	732,8	n	6,053	m
1582	-	31,38	727,8	n	6,032	m
1581	-	31,40	724,4	n	6,018	m
1580	-	31,43	719,4	n	5,997	m
1579	-	31,45	716,1	n	5,984	m
1578	-	31,47	712,9	n	5,970	m
1577	-	31,50	707,9	n	5,949	m
1576	-	31,52	704,7	n	5,936	m
1575	-	31,55	699,8	n	5,915	m
1574	-	31,57	696,6	n	5,902	m
1573	-	31,60	691,8	n	5,881	m
1572	-	31,62	688,7	n	5,868	m
1571	-	31,65	683,9	n	5,848	m
1570	-	31,67	680,8	n	5,834	m
1569	-	31,69	677,6	n	5,821	m
1568	-	31,72	673,0	n	5,801	m
1567	-	31,74	669,9	n	5,787	m
1566	-	31,77	665,3	n	5,768	m
1565	-	31,79	662,2	n	5,754	m
1564	-	31,82	657,7	n	5,735	m
1563	-	31,84	654,6	n	5,721	m
1562	-	31,87	650,1	n	5,701	m
1561	-	31,89	647,1	n	5,688	m
1560	-	31,91	644,2	n	5,675	m
1559	-	31,94	639,7	n	5,656	m
1558	-	31,96	636,8	n	5,643	m
1557	-	31,99	632,4	n	5,623	m
1556	-	32,01	629,5	n	5,610	m
1555	-	32,04	625,2	n	5,591	m
1554	-	32,06	622,3	n	5,578	m
1553	-	32,08	619,4	n	5,565	m
1552	-	32,11	615,2	n	5,546	m
1551	-	32,13	612,4	n	5,534	m
1550	-	32,16	608,1	n	5,514	m
1549	-	32,18	605,3	n	5,501	m
1548	-	32,21	601,2	n	5,483	m
1547	-	32,23	598,4	n	5,470	m
1546	-	32,26	594,3	n	5,451	m
1545	-	32,28	591,6	n	5,439	m
1544	-	32,30	588,8	n	5,426	m
1543	-	32,33	584,8	n	5,407	m
1542	-	32,35	582,1	n	5,395	m
1541	-	32,38	578,1	n	5,376	m
1540	-	32,40	575,4	n	5,364	m
1539	-	32,43	571,5	n	5,346	m
1538	-	32,45	568,9	n	5,333	m
1537	-	32,48	564,9	n	5,315	m
1536	-	32,50	562,3	n	5,302	m
1535	-	32,52	559,8	n	5,291	m
1534	-	32,55	555,9	n	5,272	m
1533	-	32,57	553,4	n	5,260	m
1532	-	32,60	549,5	n	5,242	m
1531	-	32,62	547,0	n	5,230	m
1530	-	32,65	543,3	n	5,212	m
1529	-	32,67	540,8	n	5,200	m
1528	-	32,70	537,0	n	5,182	m
1527	-	32,72	534,6	n	5,170	m
1526	-	32,74	532,1	n	5,158	m
1525	-	32,77	528,4	n	5,140	m
1524	-	32,79	526,0	n	5,128	m
1523	-	32,82	522,4	n	5,111	m
1522	-	32,84	520,0	n	5,099	m
1521	-	32,87	516,4	n	5,081	m
1520	-	32,89	514,0	n	5,070	m
1519	-	32,92	510,5	n	5,052	m
1518	-	32,94	508,2	n	5,041	m
1517	-	32,96	505,8	n	5,029	m
1516	-	32,99	502,3	n	5,011	m
1515	-	33,01	500,0	n	5,000	m
1514	-	33,04	496,6	n	4,983	m
1513	-	33,06	494,3	n	4,971	m
1512	-	33,09	490,9	n	4,954	m
1511	-	33,11	488,7	n	4,943	m
1510	-	33,13	486,4	n	4,932	m
1509	-	33,16	483,1	n	4,915	m
1508	-	33,18	480,8	n	4,903	m
1507	-	33,21	477,5	n	4,886	m
1506	-	33,23	475,3	n	4,875	m
1505	-	33,26	472,1	n	4,858	m
1504	-	33,28	469,9	n	4,847	m
1503	-	33,31	466,7	n	4,831	m
1502	-	33,33	464,5	n	4,819	m
1501	-	33,35	462,4	n	4,808	m
1500	-	33,38	459,2	n	4,792	m
