This textfile must keep the line/row format.
Although the data in the table can be changed, but
the number of character for each row be the same.

2x16 characters display.
x-below will represent the data from table below.

 P O W E R :   x x x x x x d B m
 x x x x x x W   x x x x x x V

"$" character will be equal to space.
AD  	Sign	PdB	W		V	
2160	-	37,27	187,5	n	3,062	m
2159	-	37,29	186,6	n	3,055	m
2158	-	37,31	185,8	n	3,048	m
2157	-	37,34	184,5	n	3,037	m
2156	-	37,36	183,7	n	3,031	m
2155	-	37,39	182,4	n	3,020	m
2154	-	37,41	181,6	n	3,013	m
2153	-	37,44	180,3	n	3,002	m
2152	-	37,46	179,5	n	2,996	m
2151	-	37,49	178,2	n	2,985	m
2150	-	37,51	177,4	n	2,978	m
2149	-	37,53	176,6	n	2,972	m
2148	-	37,56	175,4	n	2,961	m
2147	-	37,58	174,6	n	2,955	m
2146	-	37,61	173,4	n	2,944	m
2145	-	37,63	172,6	n	2,938	m
2144	-	37,66	171,4	n	2,927	m
2143	-	37,68	170,6	n	2,921	m
2142	-	37,71	169,4	n	2,910	m
2141	-	37,73	168,7	n	2,904	m
2140	-	37,75	167,9	n	2,897	m
2139	-	37,78	166,7	n	2,887	m
2138	-	37,80	166,0	n	2,881	m
2137	-	37,83	164,8	n	2,871	m
2136	-	37,85	164,1	n	2,864	m
2135	-	37,88	162,9	n	2,854	m
2134	-	37,90	162,2	n	2,848	m
2133	-	37,92	161,4	n	2,841	m
2132	-	37,95	160,3	n	2,831	m
2131	-	37,97	159,6	n	2,825	m
2130	-	38,00	158,5	n	2,815	m
2129	-	38,02	157,8	n	2,809	m
2128	-	38,05	156,7	n	2,799	m
2127	-	38,07	156,0	n	2,793	m
2126	-	38,10	154,9	n	2,783	m
2125	-	38,12	154,2	n	2,777	m
2124	-	38,14	153,5	n	2,770	m
2123	-	38,17	152,4	n	2,760	m
2122	-	38,19	151,7	n	2,754	m
2121	-	38,22	150,7	n	2,745	m
2120	-	38,24	150,0	n	2,739	m
2119	-	38,27	148,9	n	2,729	m
2118	-	38,29	148,3	n	2,723	m
2117	-	38,32	147,2	n	2,713	m
2116	-	38,34	146,6	n	2,707	m
2115	-	38,36	145,9	n	2,701	m
2114	-	38,39	144,9	n	2,692	m
2113	-	38,41	144,2	n	2,685	m
2112	-	38,44	143,2	n	2,676	m
2111	-	38,46	142,6	n	2,670	m
2110	-	38,49	141,6	n	2,661	m
2109	-	38,51	140,9	n	2,654	m
2108	-	38,54	140,0	n	2,646	m
2107	-	38,56	139,3	n	2,639	m
2106	-	38,58	138,7	n	2,633	m
2105	-	38,61	137,7	n	2,624	m
2104	-	38,63	137,1	n	2,618	m
2103	-	38,66	136,1	n	2,609	m
2102	-	38,68	135,5	n	2,603	m
2101	-	38,71	134,6	n	2,594	m
2100	-	38,73	134,0	n	2,588	m
2099	-	38,75	133,4	n	2,583	m
2098	-	38,78	132,4	n	2,573	m
2097	-	38,80	131,8	n	2,567	m
2096	-	38,83	130,9	n	2,558	m
2095	-	38,85	130,3	n	2,552	m
2094	-	38,88	129,4	n	2,544	m
2093	-	38,90	128,8	n	2,538	m
2092	-	38,93	127,9	n	2,529	m
2091	-	38,95	127,4	n	2,524	m
2090	-	38,97	126,8	n	2,518	m
2089	-	39,00	125,9	n	2,509	m
2088	-	39,02	125,3	n	2,503	m
2087	-	39,05	124,5	n	2,495	m
2086	-	39,07	123,9	n	2,489	m
2085	-	39,10	123,0	n	2,480	m
2084	-	39,12	122,5	n	2,475	m
2083	-	39,15	121,6	n	2,466	m
2082	-	39,17	121,1	n	2,461	m
2081	-	39,19	120,5	n	2,455	m
2080	-	39,22	119,7	n	2,446	m
2079	-	39,24	119,1	n	2,440	m
2078	-	39,27	118,3	n	2,432	m
2077	-	39,29	117,8	n	2,427	m
2076	-	39,32	116,9	n	2,418	m
2075	-	39,34	116,4	n	2,412	m
2074	-	39,37	115,6	n	2,404	m
2073	-	39,39	115,1	n	2,399	m
2072	-	39,41	114,6	n	2,394	m
2071	-	39,44	113,8	n	2,385	m
2070	-	39,46	113,2	n	2,379	m
2069	-	39,49	112,5	n	2,372	m
2068	-	39,51	111,9	n	2,365	m
2067	-	39,54	111,2	n	2,358	m
2066	-	39,56	110,7	n	2,353	m
2065	-	39,58	110,2	n	2,347	m
2064	-	39,61	109,4	n	2,339	m
2063	-	39,63	108,9	n	2,333	m
2062	-	39,66	108,1	n	2,325	m
2061	-	39,68	107,6	n	2,319	m
2060	-	39,71	106,9	n	2,312	m
2059	-	39,73	106,4	n	2,307	m
2058	-	39,76	105,7	n	2,299	m
2057	-	39,78	105,2	n	2,293	m
2056	-	39,80	104,7	n	2,288	m
2055	-	39,83	104,0	n	2,280	m
2054	-	39,85	103,5	n	2,275	m
2053	-	39,88	102,8	n	2,267	m
2052	-	39,90	102,3	n	2,262	m
2051	-	39,93	101,6	n	2,254	m
2050	-	39,95	101,2	n	2,249	m
2049	-	39,98	100,5	n	2,242	m
2048	-	40,00	100,0	n	2,236	m
2047	-	40,02	99,54	n	2,231	m
2046	-	40,05	98,86	n	2,223	m
2045	-	40,07	98,40	n	2,218	m
2044	-	40,10	97,72	n	2,210	m
2043	-	40,12	97,27	n	2,205	m
2042	-	40,15	96,61	n	2,198	m
2041	-	40,17	96,16	n	2,193	m
2040	-	40,20	95,50	n	2,185	m
2039	-	40,22	95,06	n	2,180	m
2038	-	40,24	94,62	n	2,175	m
2037	-	40,27	93,97	n	2,168	m
2036	-	40,29	93,54	n	2,163	m
2035	-	40,32	92,90	n	2,155	m
2034	-	40,34	92,47	n	2,150	m
2033	-	40,37	91,83	n	2,143	m
2032	-	40,39	91,41	n	2,138	m
2031	-	40,42	90,78	n	2,130	m
2030	-	40,44	90,36	n	2,126	m
2029	-	40,46	89,95	n	2,121	m
2028	-	40,49	89,33	n	2,113	m
2027	-	40,51	88,92	n	2,109	m
2026	-	40,54	88,31	n	2,101	m
2025	-	40,56	87,90	n	2,096	m
2024	-	40,59	87,30	n	2,089	m
2023	-	40,61	86,90	n	2,084	m
2022	-	40,63	86,50	n	2,080	m
2021	-	40,66	85,90	n	2,072	m
2020	-	40,68	85,51	n	2,068	m
2019	-	40,71	84,92	n	2,061	m
2018	-	40,73	84,53	n	2,056	m
2017	-	40,76	83,95	n	2,049	m
2016	-	40,78	83,56	n	2,044	m
2015	-	40,81	82,99	n	2,037	m
2014	-	40,83	82,60	n	2,032	m
2013	-	40,85	82,22	n	2,028	m
2012	-	40,88	81,66	n	2,021	m
2011	-	40,90	81,28	n	2,016	m
2010	-	40,93	80,72	n	2,009	m
2009	-	40,95	80,35	n	2,004	m
2008	-	40,98	79,80	n	1,997	m
2007	-	41,00	79,43	n	1,993	m
2006	-	41,03	78,89	n	1,986	m
2005	-	41,05	78,52	n	1,981	m
2004	-	41,07	78,16	n	1,977	m
2003	-	41,10	77,62	n	1,970	m
2002	-	41,12	77,27	n	1,966	m
2001	-	41,15	76,74	n	1,959	m
2000	-	41,17	76,38	n	1,954	m
1999	-	41,20	75,86	n	1,948	m
1998	-	41,22	75,51	n	1,943	m
1997	-	41,25	74,99	n	1,936	m
1996	-	41,27	74,64	n	1,932	m
1995	-	41,29	74,30	n	1,927	m
1994	-	41,32	73,79	n	1,921	m
1993	-	41,34	73,45	n	1,916	m
1992	-	41,37	72,95	n	1,910	m
1991	-	41,39	72,61	n	1,905	m
1990	-	41,42	72,11	n	1,899	m
1989	-	41,44	71,78	n	1,894	m
1988	-	41,46	71,45	n	1,890	m
1987	-	41,49	70,96	n	1,884	m
1986	-	41,51	70,63	n	1,879	m
1985	-	41,54	70,15	n	1,873	m
1984	-	41,56	69,82	n	1,868	m
1983	-	41,59	69,34	n	1,862	m
1982	-	41,61	69,02	n	1,858	m
1981	-	41,64	68,55	n	1,851	m
1980	-	41,66	68,23	n	1,847	m
1979	-	41,68	67,92	n	1,843	m
1978	-	41,71	67,45	n	1,836	m
1977	-	41,73	67,14	n	1,832	m
1976	-	41,76	66,68	n	1,826	m
1975	-	41,78	66,37	n	1,822	m
1974	-	41,81	65,92	n	1,815	m
1973	-	41,83	65,61	n	1,811	m
1972	-	41,86	65,16	n	1,805	m
1971	-	41,88	64,86	n	1,801	m
1970	-	41,90	64,57	n	1,797	m
1969	-	41,93	64,12	n	1,791	m
1968	-	41,95	63,83	n	1,786	m
1967	-	41,98	63,39	n	1,780	m
1966	-	42,00	63,10	n	1,776	m
1965	-	42,03	62,66	n	1,770	m
1964	-	42,05	62,37	n	1,766	m
1963	-	42,08	61,94	n	1,760	m
1962	-	42,10	61,66	n	1,756	m
1961	-	42,12	61,38	n	1,752	m
1960	-	42,15	60,95	n	1,746	m
1959	-	42,17	60,67	n	1,742	m
1958	-	42,20	60,26	n	1,736	m
1957	-	42,22	59,98	n	1,732	m
1956	-	42,25	59,57	n	1,726	m
1955	-	42,27	59,29	n	1,722	m
1954	-	42,29	59,02	n	1,718	m
1953	-	42,32	58,61	n	1,712	m
1952	-	42,34	58,34	n	1,708	m
1951	-	42,37	57,94	n	1,702	m
1950	-	42,39	57,68	n	1,698	m
1949	-	42,42	57,28	n	1,692	m
1948	-	42,44	57,02	n	1,688	m
1947	-	42,47	56,62	n	1,683	m
1946	-	42,49	56,36	n	1,679	m
1945	-	42,51	56,10	n	1,675	m
1944	-	42,54	55,72	n	1,669	m
1943	-	42,56	55,46	n	1,665	m
1942	-	42,59	55,08	n	1,660	m
1941	-	42,61	54,83	n	1,656	m
1940	-	42,64	54,45	n	1,650	m
1939	-	42,66	54,20	n	1,646	m
1938	-	42,69	53,83	n	1,641	m
1937	-	42,71	53,58	n	1,637	m
1936	-	42,73	53,33	n	1,633	m
1935	-	42,76	52,97	n	1,627	m
1934	-	42,78	52,72	n	1,624	m
1933	-	42,81	52,36	n	1,618	m
1932	-	42,83	52,12	n	1,614	m
1931	-	42,86	51,76	n	1,609	m
1930	-	42,88	51,52	n	1,605	m
1929	-	42,91	51,17	n	1,600	m
1928	-	42,93	50,93	n	1,596	m
1927	-	42,95	50,70	n	1,592	m
1926	-	42,98	50,35	n	1,587	m
1925	-	43,00	50,12	n	1,583	m
1924	-	43,03	49,77	n	1,577	m
1923	-	43,05	49,55	n	1,574	m
1922	-	43,08	49,20	n	1,568	m
1921	-	43,10	48,98	n	1,565	m
1920	-	43,13	48,64	n	1,559	m
1919	-	43,15	48,42	n	1,556	m
1918	-	43,17	48,19	n	1,552	m
1917	-	43,20	47,86	n	1,547	m
1916	-	43,22	47,64	n	1,543	m
1915	-	43,25	47,32	n	1,538	m
1914	-	43,27	47,10	n	1,535	m
1913	-	43,30	46,77	n	1,529	m
1912	-	43,32	46,56	n	1,526	m
1911	-	43,34	46,34	n	1,522	m
1910	-	43,37	46,03	n	1,517	m
1909	-	43,39	45,81	n	1,513	m
1908	-	43,42	45,50	n	1,508	m
1907	-	43,44	45,29	n	1,505	m
1906	-	43,47	44,98	n	1,500	m
1905	-	43,49	44,77	n	1,496	m
1904	-	43,52	44,46	n	1,491	m
1903	-	43,54	44,26	n	1,488	m
1902	-	43,56	44,06	n	1,484	m
1901	-	43,59	43,75	n	1,479	m
1900	-	43,61	43,55	n	1,476	m
1899	-	43,64	43,25	n	1,471	m
1898	-	43,66	43,05	n	1,467	m
1897	-	43,69	42,76	n	1,462	m
1896	-	43,71	42,56	n	1,459	m
1895	-	43,74	42,27	n	1,454	m
1894	-	43,76	42,07	n	1,450	m
1893	-	43,78	41,88	n	1,447	m
1892	-	43,81	41,59	n	1,442	m
1891	-	43,83	41,40	n	1,439	m
1890	-	43,86	41,11	n	1,434	m
1889	-	43,88	40,93	n	1,431	m
1888	-	43,91	40,64	n	1,425	m
1887	-	43,93	40,46	n	1,422	m
1886	-	43,96	40,18	n	1,417	m
1885	-	43,98	39,99	n	1,414	m
1884	-	44,00	39,81	n	1,411	m
1883	-	44,03	39,54	n	1,406	m
1882	-	44,05	39,36	n	1,403	m
1881	-	44,08	39,08	n	1,398	m
1880	-	44,10	38,90	n	1,395	m
1879	-	44,13	38,64	n	1,390	m
1878	-	44,15	38,46	n	1,387	m
1877	-	44,17	38,28	n	1,383	m
1876	-	44,20	38,02	n	1,379	m
1875	-	44,22	37,84	n	1,375	m
1874	-	44,25	37,58	n	1,371	m
1873	-	44,27	37,41	n	1,368	m
1872	-	44,30	37,15	n	1,363	m
1871	-	44,32	36,98	n	1,360	m
1870	-	44,35	36,73	n	1,355	m
1869	-	44,37	36,56	n	1,352	m
1868	-	44,39	36,39	n	1,349	m
1867	-	44,42	36,14	n	1,344	m
1866	-	44,44	35,97	n	1,341	m
1865	-	44,47	35,73	n	1,337	m
1864	-	44,49	35,56	n	1,333	m
1863	-	44,52	35,32	n	1,329	m
1862	-	44,54	35,16	n	1,326	m
1861	-	44,57	34,91	n	1,321	m
1860	-	44,59	34,75	n	1,318	m
1859	-	44,61	34,59	n	1,315	m
1858	-	44,64	34,36	n	1,311	m
1857	-	44,66	34,20	n	1,308	m
1856	-	44,69	33,96	n	1,303	m
1855	-	44,71	33,81	n	1,300	m
1854	-	44,74	33,57	n	1,296	m
1853	-	44,76	33,42	n	1,293	m
1852	-	44,79	33,19	n	1,288	m
1851	-	44,81	33,04	n	1,285	m
1850	-	44,83	32,89	n	1,282	m
1849	-	44,86	32,66	n	1,278	m
1848	-	44,88	32,51	n	1,275	m
1847	-	44,91	32,28	n	1,270	m
1846	-	44,93	32,14	n	1,268	m
1845	-	44,96	31,92	n	1,263	m
1844	-	44,98	31,77	n	1,260	m
1843	-	45,00	31,62	n	1,257	m
1842	-	45,03	31,41	n	1,253	m
1841	-	45,05	31,26	n	1,250	m
1840	-	45,08	31,05	n	1,246	m
1839	-	45,10	30,90	n	1,243	m
1838	-	45,13	30,69	n	1,239	m
1837	-	45,15	30,55	n	1,236	m
1836	-	45,18	30,34	n	1,232	m
1835	-	45,20	30,20	n	1,229	m
1834	-	45,22	30,06	n	1,226	m
1833	-	45,25	29,85	n	1,222	m
1832	-	45,27	29,72	n	1,219	m
1831	-	45,30	29,51	n	1,215	m
1830	-	45,32	29,38	n	1,212	m
1829	-	45,35	29,17	n	1,208	m
1828	-	45,37	29,04	n	1,205	m
1827	-	45,40	28,84	n	1,201	m
1826	-	45,42	28,71	n	1,198	m
1825	-	45,44	28,58	n	1,195	m
1824	-	45,47	28,38	n	1,191	m
1823	-	45,49	28,25	n	1,188	m
1822	-	45,52	28,05	n	1,184	m
1821	-	45,54	27,93	n	1,182	m
1820	-	45,57	27,73	n	1,177	m
1819	-	45,59	27,61	n	1,175	m
1818	-	45,62	27,42	n	1,171	m
1817	-	45,64	27,29	n	1,168	m
1816	-	45,66	27,16	n	1,165	m
1815	-	45,69	26,98	n	1,161	m
1814	-	45,71	26,85	n	1,159	m
1813	-	45,74	26,67	n	1,155	m
1812	-	45,76	26,55	n	1,152	m
1811	-	45,79	26,36	n	1,148	m
1810	-	45,81	26,24	n	1,145	m
1809	-	45,83	26,12	n	1,143	m
1808	-	45,86	25,94	n	1,139	m
1807	-	45,88	25,82	n	1,136	m
1806	-	45,91	25,64	n	1,132	m
1805	-	45,93	25,53	n	1,130	m
1804	-	45,96	25,35	n	1,126	m
1803	-	45,98	25,23	n	1,123	m
1802	-	46,01	25,06	n	1,119	m
1801	-	46,03	24,95	n	1,117	m
1800	-	46,05	24,83	n	1,114	m
1799	-	46,08	24,66	n	1,110	m
1798	-	46,10	24,55	n	1,108	m
1797	-	46,13	24,38	n	1,104	m
1796	-	46,15	24,27	n	1,102	m
1795	-	46,18	24,10	n	1,098	m
1794	-	46,20	23,99	n	1,095	m
1793	-	46,23	23,82	n	1,091	m
1792	-	46,25	23,71	n	1,089	m
1791	-	46,27	23,60	n	1,086	m
1790	-	46,30	23,44	n	1,083	m
1789	-	46,32	23,33	n	1,080	m
1788	-	46,35	23,17	n	1,076	m
1787	-	46,37	23,07	n	1,074	m
1786	-	46,40	22,91	n	1,070	m
1785	-	46,42	22,80	n	1,068	m
1784	-	46,45	22,65	n	1,064	m
1783	-	46,47	22,54	n	1,062	m
1782	-	46,49	22,44	n	1,059	m
1781	-	46,52	22,28	n	1,055	m
1780	-	46,54	22,18	n	1,053	m
1779	-	46,57	22,03	n	1,050	m
1778	-	46,59	21,93	n	1,047	m
1777	-	46,62	21,78	n	1,044	m
1776	-	46,64	21,68	n	1,041	m
1775	-	46,67	21,53	n	1,038	m
1774	-	46,69	21,43	n	1,035	m
1773	-	46,71	21,33	n	1,033	m
1772	-	46,74	21,18	n	1,029	m
1771	-	46,76	21,09	n	1,027	m
1770	-	46,79	20,94	n	1,023	m
1769	-	46,81	20,84	n	1,021	m
1768	-	46,84	20,70	n	1,017	m
1767	-	46,86	20,61	n	1,015	m
1766	-	46,88	20,51	n	1,013	m
1765	-	46,91	20,37	n	1,009	m
1764	-	46,93	20,28	n	1,007	m
1763	-	46,96	20,14	n	1,003	m
1762	-	46,98	20,04	n	1,001	m
1761	-	47,01	19,91	n	997,7	u
1760	-	47,03	19,82	n	995,5	u
1759	-	47,06	19,68	n	992,0	u
1758	-	47,08	19,59	n	989,7	u
1757	-	47,10	19,50	n	987,4	u
1756	-	47,13	19,36	n	983,9	u
1755	-	47,15	19,28	n	981,8	u
1754	-	47,18	19,14	n	978,3	u
1753	-	47,20	19,05	n	976,0	u
1752	-	47,23	18,92	n	972,6	u
1751	-	47,25	18,84	n	970,6	u
1750	-	47,28	18,71	n	967,2	u
1749	-	47,30	18,62	n	964,9	u
1748	-	47,32	18,54	n	962,8	u
1747	-	47,35	18,41	n	959,4	u
1746	-	47,37	18,32	n	957,1	u
1745	-	47,40	18,20	n	953,9	u
1744	-	47,42	18,11	n	951,6	u
1743	-	47,45	17,99	n	948,4	u
1742	-	47,47	17,91	n	946,3	u
1741	-	47,50	17,78	n	942,9	u
1740	-	47,52	17,70	n	940,7	u
1739	-	47,54	17,62	n	938,6	u
1738	-	47,57	17,50	n	935,4	u
1737	-	47,59	17,42	n	933,3	u
1736	-	47,62	17,30	n	930,1	u
1735	-	47,64	17,22	n	927,9	u
1734	-	47,67	17,10	n	924,7	u
1733	-	47,69	17,02	n	922,5	u
1732	-	47,71	16,94	n	920,3	u
1731	-	47,74	16,83	n	917,3	u
1730	-	47,76	16,75	n	915,2	u
1729	-	47,79	16,63	n	911,9	u
1728	-	47,81	16,56	n	909,9	u
1727	-	47,84	16,44	n	906,6	u
1726	-	47,86	16,37	n	904,7	u
1725	-	47,89	16,26	n	901,7	u
1724	-	47,91	16,18	n	899,4	u
1723	-	47,93	16,11	n	897,5	u
1722	-	47,96	16,00	n	894,4	u
1721	-	47,98	15,92	n	892,2	u
1720	-	48,01	15,81	n	889,1	u
1719	-	48,03	15,74	n	887,1	u
1718	-	48,06	15,63	n	884,0	u
1717	-	48,08	15,56	n	882,0	u
1716	-	48,11	15,45	n	878,9	u
1715	-	48,13	15,38	n	876,9	u
1714	-	48,15	15,31	n	874,9	u
1713	-	48,18	15,21	n	872,1	u
1712	-	48,20	15,14	n	870,1	u
1711	-	48,23	15,03	n	866,9	u
1710	-	48,25	14,96	n	864,9	u
1709	-	48,28	14,86	n	862,0	u
1708	-	48,30	14,79	n	859,9	u
1707	-	48,33	14,69	n	857,0	u
1706	-	48,35	14,62	n	855,0	u
1705	-	48,37	14,55	n	852,9	u
1704	-	48,40	14,45	n	850,0	u
1703	-	48,42	14,39	n	848,2	u
1702	-	48,45	14,29	n	845,3	u
1701	-	48,47	14,22	n	843,2	u
1700	-	48,50	14,13	n	840,5	u
1699	-	48,52	14,06	n	838,5	u
1698	-	48,54	14,00	n	836,7	u
1697	-	48,57	13,90	n	833,7	u
1696	-	48,59	13,84	n	831,9	u
1695	-	48,62	13,74	n	828,9	u
1694	-	48,64	13,68	n	827,0	u
1693	-	48,67	13,58	n	824,0	u
1692	-	48,69	13,52	n	822,2	u
1691	-	48,72	13,43	n	819,5	u
1690	-	48,74	13,37	n	817,6	u
1689	-	48,76	13,30	n	815,5	u
1688	-	48,79	13,21	n	812,7	u
1687	-	48,81	13,15	n	810,9	u
1686	-	48,84	13,06	n	808,1	u
1685	-	48,86	13,00	n	806,2	u
1684	-	48,89	12,91	n	803,4	u
1683	-	48,91	12,85	n	801,6	u
1682	-	48,94	12,76	n	798,7	u
1681	-	48,96	12,71	n	797,2	u
1680	-	48,98	12,65	n	795,3	u
1679	-	49,01	12,56	n	792,5	u
1678	-	49,03	12,50	n	790,6	u
1677	-	49,06	12,42	n	788,0	u
1676	-	49,08	12,36	n	786,1	u
1675	-	49,11	12,27	n	783,3	u
1674	-	49,13	12,22	n	781,7	u
1673	-	49,16	12,13	n	778,8	u
1672	-	49,18	12,08	n	777,2	u
1671	-	49,20	12,02	n	775,2	u
1670	-	49,23	11,94	n	772,7	u
1669	-	49,25	11,89	n	771,0	u
1668	-	49,28	11,80	n	768,1	u
1667	-	49,30	11,75	n	766,5	u
1666	-	49,33	11,67	n	763,9	u
1665	-	49,35	11,61	n	761,9	u
1664	-	49,38	11,53	n	759,3	u
1663	-	49,40	11,48	n	757,6	u
1662	-	49,42	11,43	n	756,0	u
1661	-	49,45	11,35	n	753,3	u
1660	-	49,47	11,30	n	751,7	u
1659	-	49,50	11,22	n	749,0	u
1658	-	49,52	11,17	n	747,3	u
1657	-	49,55	11,09	n	744,6	u
1656	-	49,57	11,04	n	743,0	u
1655	-	49,59	10,99	n	741,3	u
1654	-	49,62	10,91	n	738,6	u
1653	-	49,64	10,86	n	736,9	u
1652	-	49,67	10,79	n	734,5	u
1651	-	49,69	10,74	n	732,8	u
1650	-	49,72	10,67	n	730,4	u
1649	-	49,74	10,62	n	728,7	u
1648	-	49,77	10,54	n	725,9	u
1647	-	49,79	10,50	n	724,6	u
1646	-	49,81	10,45	n	722,8	u
1645	-	49,84	10,38	n	720,4	u
1644	-	49,86	10,33	n	718,7	u
1643	-	49,89	10,26	n	716,2	u
1642	-	49,91	10,21	n	714,5	u
1641	-	49,94	10,14	n	712,0	u
1640	-	49,96	10,09	n	710,3	u
1639	-	49,99	10,02	n	707,8	u
1638	-	50,01	9,977	n	706,3	u
1637	-	50,03	9,931	n	704,7	u
1636	-	50,06	9,863	n	702,2	u
1635	-	50,08	9,817	n	700,6	u
1634	-	50,11	9,750	n	698,2	u
1633	-	50,13	9,705	n	696,6	u
1632	-	50,16	9,638	n	694,2	u
1631	-	50,18	9,594	n	692,6	u
1630	-	50,21	9,528	n	690,2	u
1629	-	50,23	9,484	n	688,6	u
1628	-	50,25	9,441	n	687,1	u
1627	-	50,28	9,376	n	684,7	u
1626	-	50,30	9,333	n	683,1	u
1625	-	50,33	9,268	n	680,7	u
1624	-	50,35	9,226	n	679,2	u
1623	-	50,38	9,162	n	676,8	u
1622	-	50,40	9,120	n	675,3	u
1621	-	50,42	9,078	n	673,7	u
1620	-	50,45	9,016	n	671,4	u
1619	-	50,47	8,974	n	669,9	u
1618	-	50,50	8,913	n	667,6	u
1617	-	50,52	8,872	n	666,0	u
1616	-	50,55	8,810	n	663,7	u
1615	-	50,57	8,770	n	662,2	u
1614	-	50,60	8,710	n	659,9	u
1613	-	50,62	8,670	n	658,4	u
1612	-	50,64	8,630	n	656,9	u
1611	-	50,67	8,570	n	654,6	u
1610	-	50,69	8,531	n	653,1	u
1609	-	50,72	8,472	n	650,8	u
1608	-	50,74	8,433	n	649,3	u
1607	-	50,77	8,375	n	647,1	u
1606	-	50,79	8,337	n	645,6	u
1605	-	50,82	8,279	n	643,4	u
1604	-	50,84	8,241	n	641,9	u
1603	-	50,86	8,204	n	640,5	u
1602	-	50,89	8,147	n	638,2	u
1601	-	50,91	8,110	n	636,8	u
1600	-	50,94	8,054	n	634,6	u
1599	-	50,96	8,017	n	633,1	u
1598	-	50,99	7,962	n	631,0	u
1597	-	51,01	7,925	n	629,5	u
1596	-	51,04	7,870	n	627,3	u
1595	-	51,06	7,834	n	625,9	u
1594	-	51,08	7,798	n	624,4	u
1593	-	51,11	7,745	n	622,3	u
1592	-	51,13	7,709	n	620,8	u
1591	-	51,16	7,656	n	618,7	u
1590	-	51,18	7,621	n	617,3	u
1589	-	51,21	7,568	n	615,1	u
1588	-	51,23	7,534	n	613,8	u
1587	-	51,25	7,499	n	612,3	u
1586	-	51,28	7,447	n	610,2	u
1585	-	51,30	7,413	n	608,8	u
1584	-	51,33	7,362	n	606,7	u
1583	-	51,35	7,328	n	605,3	u
1582	-	51,38	7,278	n	603,2	u
1581	-	51,40	7,244	n	601,8	u
1580	-	51,43	7,194	n	599,7	u
1579	-	51,45	7,161	n	598,4	u
1578	-	51,47	7,129	n	597,0	u
1577	-	51,50	7,079	n	594,9	u
1576	-	51,52	7,047	n	593,6	u
1575	-	51,55	6,998	n	591,5	u
1574	-	51,57	6,966	n	590,2	u
1573	-	51,60	6,918	n	588,1	u
1572	-	51,62	6,887	n	586,8	u
1571	-	51,65	6,839	n	584,8	u
1570	-	51,67	6,808	n	583,4	u
1569	-	51,69	6,776	n	582,1	u
1568	-	51,72	6,730	n	580,1	u
1567	-	51,74	6,699	n	578,7	u
1566	-	51,77	6,653	n	576,8	u
1565	-	51,79	6,622	n	575,4	u
1564	-	51,82	6,577	n	573,5	u
1563	-	51,84	6,546	n	572,1	u
1562	-	51,87	6,501	n	570,1	u
1561	-	51,89	6,471	n	568,8	u
1560	-	51,91	6,442	n	567,5	u
1559	-	51,94	6,397	n	565,6	u
1558	-	51,96	6,368	n	564,3	u
1557	-	51,99	6,324	n	562,3	u
1556	-	52,01	6,295	n	561,0	u
1555	-	52,04	6,252	n	559,1	u
1554	-	52,06	6,223	n	557,8	u
1553	-	52,08	6,194	n	556,5	u
1552	-	52,11	6,152	n	554,6	u
1551	-	52,13	6,124	n	553,4	u
1550	-	52,16	6,081	n	551,4	u
1549	-	52,18	6,053	n	550,1	u
1548	-	52,21	6,012	n	548,3	u
1547	-	52,23	5,984	n	547,0	u
1546	-	52,26	5,943	n	545,1	u
1545	-	52,28	5,916	n	543,9	u
1544	-	52,30	5,888	n	542,6	u
1543	-	52,33	5,848	n	540,7	u
1542	-	52,35	5,821	n	539,5	u
1541	-	52,38	5,781	n	537,6	u
1540	-	52,40	5,754	n	536,4	u
1539	-	52,43	5,715	n	534,6	u
1538	-	52,45	5,689	n	533,3	u
1537	-	52,48	5,649	n	531,5	u
1536	-	52,50	5,623	n	530,2	u
1535	-	52,52	5,598	n	529,1	u
1534	-	52,55	5,559	n	527,2	u
1533	-	52,57	5,534	n	526,0	u
1532	-	52,60	5,495	n	524,2	u
1531	-	52,62	5,470	n	523,0	u
1530	-	52,65	5,433	n	521,2	u
1529	-	52,67	5,408	n	520,0	u
1528	-	52,70	5,370	n	518,2	u
1527	-	52,72	5,346	n	517,0	u
1526	-	52,74	5,321	n	515,8	u
1525	-	52,77	5,284	n	514,0	u
1524	-	52,79	5,260	n	512,8	u
1523	-	52,82	5,224	n	511,1	u
1522	-	52,84	5,200	n	509,9	u
1521	-	52,87	5,164	n	508,1	u
1520	-	52,89	5,140	n	507,0	u
1519	-	52,92	5,105	n	505,2	u
1518	-	52,94	5,082	n	504,1	u
1517	-	52,96	5,058	n	502,9	u
1516	-	52,99	5,023	n	501,1	u
1515	-	53,01	5,000	n	500,0	u
1514	-	53,04	4,966	n	498,3	u
1513	-	53,06	4,943	n	497,1	u
1512	-	53,09	4,909	n	495,4	u
1511	-	53,11	4,887	n	494,3	u
1510	-	53,13	4,864	n	493,2	u
1509	-	53,16	4,831	n	491,5	u
1508	-	53,18	4,808	n	490,3	u
1507	-	53,21	4,775	n	488,6	u
1506	-	53,23	4,753	n	487,5	u
1505	-	53,26	4,721	n	485,8	u
1504	-	53,28	4,699	n	484,7	u
1503	-	53,31	4,667	n	483,1	u
1502	-	53,33	4,645	n	481,9	u
1501	-	53,35	4,624	n	480,8	u
